T,X,Y,Z
12077,16,24,-8
12079,124,76,44
12091,64,4,80
12093,-32,4,-56
12095,-64,60,-48
12097,40,0,-48
12099,-12,4,-48
12101,-24,64,28
12103,-28,-16,68
12105,180,-44,-68
12107,72,-176,-724
12119,200,136,-424
12121,116,-184,-1176
12123,-40,124,620
12125,68,88,328
12127,60,-168,-1808
12129,-308,-76,2736
12133,200,-256,116
12135,-72,-88,-376
12137,496,584,104
12149,696,-8,-356
12151,172,144,248
12153,-200,-372,-292
12155,-96,-328,-292
12157,-32,468,404
12159,0,372,376
12161,156,-216,556
12163,164,-168,-436
12175,4,-204,268
12177,-32,-156,28
12179,-92,208,-516
12181,-120,204,-320
12183,148,-24,12
12185,-72,-12,32
12187,48,-28,-8
12189,-132,-84,392
12201,-212,4,200
12203,-340,84,-56
12205,0,-8,-512
12207,12,8,-196
12209,116,-20,-264
12211,268,-8,28
12213,-820,8,620
12215,596,320,-2132
12222,416,-140,-88
12224,-84,-224,100
12226,28,-12,-68
12228,-196,144,1016
12240,128,200,188
12242,-220,36,248
12244,48,12,40
12246,172,-88,56
12248,96,-20,-712
12250,-48,-12,76
12252,60,136,284
12254,32,-28,-108
12256,-12,52,64
12268,20,0,-4
12270,-56,-12,-24
12272,-20,-16,240
