T,X,Y,Z
36628,-44,32,-88
36630,16,-56,-48
36632,36,-24,52
36636,8,64,-84
36638,48,40,-100
36640,0,-8,80
36642,-56,64,32
36644,-52,4,32
36656,-60,-16,28
36658,-32,-12,-92
36660,552,160,-916
36662,-444,-256,732
36664,52,60,-392
36666,-188,0,484
36668,132,-32,-52
36670,-188,96,28
36682,76,-44,-280
36684,216,8,152
36686,-148,-76,-140
36688,-36,-160,-460
36690,-156,28,-2472
36692,228,100,1480
36694,-676,144,1012
36696,292,-48,-580
36708,-232,128,1184
36710,-60,60,-116
36712,376,56,-476
36714,128,248,408
36716,32,-12,180
36718,-44,-176,-508
36722,-64,200,444
36724,64,-40,196
36726,232,-52,-216
36738,40,-48,180
36740,4,-88,140
36742,-20,72,-244
36744,-40,108,-120
36746,32,56,-100
36748,-24,80,-8
36750,80,100,52
36752,-148,-64,112
36754,-124,88,80
36766,-88,-40,-76
36768,28,-24,-32
36770,-88,-4,-172
36772,-88,52,-20
36774,44,-104,-192
36776,-8,-68,148
36778,-24,56,12
36780,184,0,-36
36792,220,204,68
36794,-88,0,224
36796,124,-180,-544
36798,-160,68,-284
36800,-104,192,824
36802,256,-48,-268
36804,212,-20,-128
36806,276,84,292
36810,168,0,-404
36812,20,152,200
