T,X,Y,Z
33193,-44,-60,-12
33195,-60,4,92
33207,96,32,76
33209,-12,56,80
33211,-140,44,-32
33213,48,72,-108
33217,-48,8,-32
33219,-56,48,28
33221,12,28,-64
33223,52,-20,-104
33225,608,56,-720
33227,-516,-76,1044
33239,148,-48,-776
33241,-124,16,392
33243,976,208,-2080
33245,-2116,-448,4492
33247,548,732,-1672
33249,-164,-464,1428
33251,20,100,-776
33263,252,-124,-1700
33265,384,124,-368
33267,212,232,712
33269,-268,-456,-864
33271,-88,-160,-512
33273,-144,548,1200
33275,48,260,-24
33287,196,188,-132
33289,-28,76,772
33291,56,-328,324
33293,72,-176,-300
33295,-76,172,-488
33297,4,-16,-152
33301,-88,-16,-48
33303,-176,-80,68
33305,-164,-80,404
33307,-188,-96,-84
33319,-316,-8,-80
33321,-332,264,732
33323,68,-28,-1756
33325,364,-288,56
33327,-232,208,-664
33329,24,-40,424
33331,-12,-8,-784
33333,-128,196,104
33345,-4,-100,-184
33347,32,4,140
33349,124,116,308
33351,72,-36,0
33353,44,-172,52
33355,296,60,-336
33357,-188,60,-60
33359,-52,120,168
33371,-4,124,-224
33373,-36,24,304
33375,20,28,136
33377,12,-116,-132
33379,36,12,-172
33381,-156,84,76
33383,40,-76,32
33387,32,76,244
