T,X,Y,Z
46847,-80,8,-72
46849,24,-20,-44
46851,-60,4,-8
46853,40,32,-52
46855,0,-12,-44
46857,4,52,120
46869,20,-68,-128
46871,-40,-44,-8
46873,12,20,-44
46875,168,12,4
46877,268,-96,-776
46879,28,220,1152
46881,-104,48,-440
46883,76,-272,536
46895,-268,112,836
46897,152,-12,-660
46899,-20,-92,444
46901,300,172,-1620
46903,-268,-116,1804
46905,-536,44,288
46907,104,44,-720
46909,4,-96,-372
46921,28,-36,-292
46923,116,28,-288
46925,96,148,368
46927,-16,-140,28
46931,-72,60,556
46933,-136,240,172
46935,196,-76,68
46937,260,40,-108
46939,-132,-52,-212
46941,-152,-152,4
46953,32,84,-68
46955,-56,156,-52
46957,40,-120,-176
46959,44,56,48
46961,12,60,-20
46963,-88,-12,132
46965,32,16,-28
46967,-52,164,-192
46969,-40,40,72
46981,-164,64,-60
46983,32,72,-140
46985,0,-96,204
46987,-8,-104,-72
46989,136,28,20
46991,4,-24,188
46993,-480,56,352
46995,364,100,-1320
47007,-20,104,416
47009,52,12,272
47011,328,16,-428
47013,64,72,-192
47015,-20,-72,152
47019,80,88,172
47021,28,168,240
47023,-44,-76,76
47025,164,-116,84
47027,-40,28,-312
47039,-124,-96,72
