T,X,Y,Z
30068,4,20,8
30070,-60,-8,44
30072,56,-20,52
30074,8,-20,-172
30076,-32,-4,-72
30078,-28,40,-120
30090,12,48,-80
30092,-48,-24,-76
30094,-56,-148,-20
30096,4,-12,-36
30098,588,320,-652
30100,-552,-352,648
30102,368,188,-188
30104,-400,16,128
30116,-252,-4,580
30118,-60,160,-68
30120,188,40,-632
30122,192,-32,660
30124,-52,8,-364
30126,12,-116,-160
30128,-52,-44,52
30130,-16,256,-1944
30142,-72,-4,-200
30144,260,28,-644
30146,-424,-44,284
30148,-136,16,804
30152,292,72,-428
30154,60,112,204
30156,4,-152,12
30158,-116,-164,-352
30160,-128,156,412
30162,-52,96,360
30174,80,96,-8
30176,-40,48,296
30178,68,-56,292
30180,36,-124,24
30182,64,92,-156
30184,-116,52,-64
30186,44,4,-156
30188,140,152,-56
30190,-44,20,-32
30202,144,-52,-72
30204,-192,28,304
30206,-40,128,-188
30208,100,-52,120
30210,80,-36,-108
30212,52,92,12
30214,88,-128,-192
30216,72,-100,636
30228,452,-136,-688
30230,-492,-24,132
30232,128,224,652
30234,8,-108,-132
30241,-100,-64,-236
30243,44,16,-92
30245,92,152,272
30247,-88,-8,88
30249,116,-52,156
30251,40,12,-232
30253,-40,-16,-428
