T,X,Y,Z
25528,40,124,80
25530,44,-8,108
25542,32,56,-72
25544,40,40,136
25546,28,-28,48
25548,104,64,20
25550,68,-20,-40
25552,-4,16,36
25556,20,112,-12
25558,0,72,-12
25570,20,-356,1256
25572,1232,380,-1752
25574,-764,168,-100
25576,-1372,36,-176
25578,-724,-328,12
25580,1068,-296,944
25592,728,8,-672
25594,468,-120,-360
25596,8,-8,104
25598,184,288,-56
25600,-324,-88,204
25602,-160,-120,712
25614,40,-96,268
25616,260,64,180
25618,352,72,140
25620,84,-100,-296
25622,-12,84,-80
25624,-168,-8,200
25636,-312,-80,232
25638,116,96,-304
25640,68,72,-148
25642,-148,60,-204
25644,-108,-8,-144
25646,-252,-136,356
25658,-224,128,0
25662,-44,140,-236
25664,-52,-40,92
25666,116,52,136
25668,-76,60,60
25670,-40,-36,176
25682,-208,-208,-2496
25684,332,-4,-148
25686,-64,-720,-612
25688,416,-312,-964
25690,56,248,1640
25692,-452,420,528
25704,-112,24,-576
25706,-12,136,436
25708,204,196,956
25710,204,0,-488
25712,-56,96,-136
25714,-84,84,376
25726,-108,-36,340
25728,-16,136,28
25730,-8,24,8
25732,88,-8,208
25734,212,-8,124
25736,84,-48,116
25748,16,44,176
25750,-4,32,136
