T,X,Y,Z
15931,32,48,-20
15933,116,-48,-12
15935,20,48,32
15937,76,-8,52
15939,-88,84,4
15941,16,16,-92
15953,4,-88,124
15955,-44,40,-80
15957,116,20,200
15959,-12,0,72
15961,264,392,-1332
15963,1028,-16,2552
15975,-1528,20,604
15977,-1480,-124,2964
15979,1144,28,2776
15981,2124,-172,-1564
15983,700,-200,228
15985,-752,396,-152
15997,4,436,-436
15999,-472,-16,344
16001,-132,-336,416
16003,280,-176,444
16005,164,356,-236
16017,232,224,-376
16019,264,92,-144
16023,-12,168,256
16025,-220,-80,-100
16027,-112,156,-264
16029,172,132,-436
16031,404,64,192
16043,-176,-48,-184
16045,-168,-124,380
16047,-44,-24,504
16049,276,132,316
16051,132,160,-88
16053,72,92,-344
16065,84,20,96
16067,8,12,500
16069,-100,-96,232
16071,-76,28,-212
16073,48,64,-408
16075,84,140,-316
16087,232,16,-4076
16089,-1092,-208,-1064
16091,-1264,-624,-2248
16093,268,-188,-1016
16095,420,200,-316
16107,448,-132,244
16109,360,40,72
16111,-264,52,376
16113,-28,104,464
16117,160,16,964
16119,300,168,540
16121,-44,-96,-412
16133,96,28,120
16135,-48,28,-72
16137,40,12,408
16139,-4,156,180
16141,-112,92,52
16143,-84,52,116
