T,X,Y,Z
59990,40,-8,52
59992,32,56,-188
59994,12,104,112
60006,-8,-40,12
60008,-32,92,-36
60010,124,84,24
60012,-24,-48,-136
60014,112,-12,-20
60016,80,32,-16
60018,40,4,-64
60030,-508,-160,1212
60032,172,-80,52
60034,176,88,-172
60036,-196,-164,628
60061,384,-232,-316
60063,108,204,-96
60065,140,212,208
60067,-164,-232,356
60069,36,-164,820
60081,48,-68,412
60083,428,68,-68
60085,112,104,224
60087,24,-76,-148
60089,-80,-12,8
60091,-200,8,200
60103,-136,-72,292
60105,220,104,-420
60107,52,4,-132
60109,-124,40,-336
60111,-168,44,-92
60113,-172,-88,284
60125,-168,16,-128
60127,-64,60,-328
60129,272,104,-88
60131,48,-24,312
60133,-156,-108,156
60135,-36,-28,208
60147,-184,-8,1260
60149,-480,-508,-2184
60151,192,-96,-1668
60176,-216,-20,68
60178,32,20,-656
60180,24,124,-12
60182,60,68,-8
60184,160,44,44
60196,-8,-16,124
60198,-120,-20,88
60200,100,-24,-28
60202,244,-52,-28
60204,4,-44,-20
60206,8,128,-212
60218,-16,36,40
60220,-84,-12,116
60222,-32,-56,-48
60224,76,124,-156
60226,-64,56,-124
60228,-32,92,-72
60240,-8,72,-56
60242,-80,116,68
60244,-4,36,16
