T,X,Y,Z
19105,-32,4,16
19107,-16,-40,-20
19109,100,16,100
19111,80,-12,-56
19123,-112,-24,-88
19125,40,-4,60
19127,108,128,-284
19129,276,160,372
19131,-724,-336,-56
19133,-68,48,-296
19145,-1412,-692,-2188
19147,72,132,1744
19149,1804,-24,2500
19151,1324,-8,-832
19153,-352,12,-448
19165,128,244,-212
19167,-312,172,-208
19169,-572,-204,388
19171,144,-108,416
19173,568,20,-520
19175,96,220,-320
19187,272,144,-36
19189,-120,-100,-364
19191,-168,112,-108
19195,56,116,-304
19197,148,144,8
19199,52,-92,-268
19201,48,-36,200
19213,-108,-8,-44
19215,8,-192,244
19217,304,64,-96
19219,176,-4,32
19221,44,48,-284
19223,-308,64,172
19235,32,-200,384
19237,412,0,-2956
19239,-1332,-264,2264
19241,-680,-36,-328
19243,932,528,1316
19245,216,208,2340
19257,232,-116,-336
19259,-172,216,-184
19261,-208,356,436
19263,160,168,12
19265,-80,-328,-812
19267,-76,-156,416
19279,-228,56,388
19281,60,20,240
19283,188,144,-68
19285,64,-8,232
19287,84,60,356
19291,-196,-96,-328
19293,-168,96,-196
19305,72,24,-92
19307,-116,48,-308
19309,-4,4,-168
19311,-8,-40,-8
19313,-148,44,384
19315,136,28,52
19327,96,36,-224
