T,X,Y,Z
20932,-60,52,-12
20934,-52,20,-20
20936,12,-32,144
20948,-16,96,132
20950,64,-64,-20
20952,60,68,60
20954,56,44,-20
20956,-4,64,24
20958,148,-36,-20
20970,280,228,-376
20972,492,-288,528
20974,616,-196,-260
20976,492,508,-2200
20980,-848,180,1064
20982,-328,-24,44
20984,1060,-140,1440
20996,708,-160,104
20998,936,-80,-24
21000,120,8,-132
21002,-356,164,-516
21004,-432,-136,136
21006,40,-132,712
21018,104,-60,144
21020,212,12,-12
21022,8,172,140
21024,84,-12,-72
21026,68,20,-204
21028,-60,0,144
21040,-192,-32,540
21042,-24,32,-264
21044,104,68,-292
21046,-68,92,-392
21048,-104,60,-136
21050,-148,-180,440
21062,-444,68,120
21064,-240,108,12
21066,108,0,-160
21068,68,60,-64
21070,332,-24,428
21074,1352,476,3184
21076,-56,472,-308
21088,360,-100,1204
21090,-36,264,-920
21092,-156,68,392
21094,-192,-224,-344
21096,-48,-256,-864
21098,112,-16,-480
21110,136,-16,-572
21112,-188,60,-628
21114,-144,48,-332
21116,-20,144,-40
21118,-96,-32,684
21120,96,108,328
21132,80,60,-180
21134,136,-132,92
21136,184,8,-200
21138,-128,-152,228
21140,-140,-76,164
21142,136,72,8
21154,224,40,140
