T,X,Y,Z
45516,-84,24,120
45518,52,-120,20
45520,36,-32,152
45532,28,-4,32
45534,16,-24,-148
45536,-12,120,-24
45538,48,20,12
45540,16,40,-144
45542,4,52,0
45554,616,464,12
45556,-452,-512,-940
45560,-432,324,1628
45562,340,44,1332
45564,640,-224,212
45566,652,16,-12
45568,888,536,240
45580,96,-56,-396
45582,-1088,196,28
45584,-844,352,-704
45586,-516,-116,208
45588,524,-180,652
45590,836,-88,-508
45602,100,12,-400
45604,-168,368,-184
45606,-316,88,-540
45608,-136,-12,336
45610,128,56,524
45622,-176,140,-144
45624,-4,92,-292
45626,288,-72,-68
45628,240,44,172
45630,-36,12,316
45632,-192,-212,260
45644,72,-68,276
45646,300,-32,164
45648,196,-8,-36
45650,32,-84,8
45652,-196,-72,60
45656,-64,40,-60
45658,32,56,-132
45660,124,120,-48
45672,-60,124,-176
45674,16,12,496
45676,-48,-204,288
45678,2388,972,1848
45680,424,444,-164
45682,-576,-232,-2316
45694,-76,380,32
45696,-328,308,1164
45698,-280,-88,292
45700,364,120,-108
45702,404,100,116
45714,308,8,372
45716,-84,68,164
45718,-140,28,-192
45720,-212,72,-208
45722,-132,-52,-144
45724,48,136,-512
45736,72,128,20
45738,56,44,-52
