T,X,Y,Z
11782,-52,-40,28
11786,80,-36,-52
11788,64,-20,28
11800,4,-28,152
11802,32,56,200
11804,-8,-36,20
11806,48,12,-104
11808,-16,0,-168
11810,-16,-12,20
11812,96,-48,8
11824,-716,-468,808
11826,-172,-200,1228
11828,340,84,-772
11830,864,332,-92
11832,-572,68,-772
11834,-1472,-92,-1184
11846,-1732,748,-1340
11848,-688,40,196
11850,828,-608,1200
11852,1164,-468,392
11854,648,252,-400
11866,-160,392,-764
11868,-292,128,-976
11870,-144,-200,768
11872,64,-84,464
11874,-40,48,604
11876,-60,120,-16
11888,304,16,-424
11892,60,-76,388
11894,-296,-184,708
11896,-56,-60,-8
11898,20,124,-780
11900,232,188,-920
11912,128,68,-472
11914,-364,-8,-192
11916,-168,140,-464
11918,-208,120,308
11920,-120,24,-52
11922,112,148,-228
11934,-612,-392,-1340
11936,168,260,672
11938,-420,-420,1380
11940,408,60,3520
11942,812,340,1756
11944,528,236,924
11956,176,124,-768
11958,-188,-276,32
11960,-200,-140,1144
11962,72,44,-548
11964,-16,-24,-1072
11976,380,236,-216
11978,204,12,156
11980,-216,76,312
11982,-436,24,12
11986,116,132,-112
11988,212,-40,-64
11990,204,-48,-256
12002,56,-32,-64
12004,-136,-68,232
12006,36,-96,100
