T,X,Y,Z
35334,72,120,48
35336,136,104,48
35338,-12,88,20
35350,84,28,4
35352,88,8,-60
35354,-44,-68,40
35356,48,-116,8
35358,8,-40,-68
35360,68,-40,-64
35362,184,124,16
35374,1212,-192,1520
35376,280,188,-2636
35378,-1508,148,904
35380,-1508,-64,976
35382,592,-200,1164
35394,300,-144,324
35396,916,-128,-296
35398,424,-48,-196
35400,-56,344,-364
35407,468,-12,52
35409,184,372,-804
35411,-244,196,-364
35413,-324,-88,-124
35415,-60,-64,240
35427,-108,-112,72
35429,-132,36,-268
35431,100,188,8
35433,216,8,-376
35435,100,56,124
35437,-56,-108,648
35449,-280,-120,432
35451,24,8,312
35453,48,28,-80
35455,116,196,884
35457,144,92,52
35459,-180,-252,-240
35471,176,0,840
35473,696,-128,896
35475,752,-36,-1196
35477,-168,40,-560
35479,-576,152,-340
35481,-444,-116,80
35493,-412,-20,320
35495,120,112,368
35497,316,112,-900
35501,8,28,236
35503,-132,-20,-44
35505,-148,108,416
35507,-12,-36,168
35519,216,-36,4
35521,148,56,-100
35523,40,16,16
35525,-28,60,36
35527,-244,-68,36
35529,48,76,-120
35531,136,56,-92
35543,136,136,-252
35545,-24,92,-184
35547,-12,-44,108
35549,12,-8,304
