T,X,Y,Z
42239,68,72,4
42241,-36,-12,-52
42243,20,44,8
42245,-4,116,60
42257,8,120,88
42259,52,-24,-8
42261,12,104,0
42263,-108,16,-84
42265,-72,28,40
42267,-36,28,20
42279,80,24,-1496
42281,-704,-180,860
42283,-912,44,-664
42285,260,420,-492
42289,948,-80,172
42291,692,556,-3640
42293,-2328,-256,444
42305,-1108,204,-256
42307,-1192,304,-820
42309,-248,-160,1444
42311,1320,-40,-112
42313,544,-164,60
42325,108,352,-304
42327,-328,224,-1036
42329,-520,-112,116
42331,52,40,488
42333,324,-108,188
42335,312,36,240
42347,64,116,-156
42349,152,-36,-100
42351,252,4,212
42353,-200,-68,600
42355,-148,-136,124
42357,112,124,-348
42369,388,56,124
42371,80,52,32
42373,-168,4,12
42375,-348,-32,148
42377,-136,104,-164
42379,68,56,-48
42383,124,32,84
42385,-16,-52,368
42397,60,-68,456
42399,120,-240,528
42401,380,116,556
42403,1408,592,1340
42405,444,172,-1292
42417,160,104,828
42419,-520,224,-364
42421,-144,72,1368
42423,172,-196,236
42425,560,48,-1024
42427,40,104,-576
42439,124,60,-324
42441,-196,20,-64
42443,-252,48,-660
42445,-100,36,-264
42447,56,-4,260
42449,248,84,-40
42461,120,124,-164
