T,X,Y,Z
50960,-56,72,132
50962,96,4,36
50964,84,-60,-28
50966,-16,28,-40
50968,8,-48,-108
50980,56,56,124
50982,104,-56,72
50984,48,-12,12
50986,48,4,-12
50990,360,244,108
50992,300,-308,-740
50994,-968,-544,-1640
50996,-716,204,-1636
51008,-1140,-248,1744
51010,1828,-156,728
51012,2480,-124,244
51014,332,-32,-428
51016,-1040,340,104
51028,-272,420,-340
51030,-672,-56,-52
51032,-156,-392,1208
51034,592,-128,548
51036,396,104,-436
51038,-88,420,-948
51050,124,80,-508
51052,-100,-24,8
51054,-236,-64,152
51056,-168,-4,-304
51058,132,112,-12
51070,200,200,-360
51072,124,148,-560
51074,-40,28,-100
51076,-136,-192,524
51078,-12,44,4
51080,100,124,20
51084,28,48,-364
51096,-640,-32,-220
51098,-316,-28,1756
51100,80,380,-496
51102,268,232,-1328
51104,560,-324,-1504
51106,184,-192,-556
51118,-72,156,-92
51120,-480,-104,-480
51122,-288,-128,60
51124,108,64,256
51126,460,48,-4
51128,296,36,424
51140,-60,4,-180
51142,-200,-68,80
51144,-76,-24,212
51146,-12,-16,80
51148,152,20,-144
51150,156,48,-144
51162,136,-28,76
51164,4,36,188
51166,-44,-28,24
51168,-52,72,-72
51170,100,104,-112
51172,8,-28,-100
