T,X,Y,Z
48693,-8,36,-24
48695,-44,-20,184
48697,-8,-24,-12
48699,84,-20,-36
48701,-8,124,-28
48703,92,112,100
48715,0,-44,136
48776,40,-36,152
48778,-72,-52,316
48780,352,132,-12
48782,440,-48,-412
48784,76,-20,84
48796,-128,-116,636
48798,-316,-160,540
48800,96,104,-408
48802,220,140,-472
48804,44,108,-444
48806,-176,-48,40
48818,-428,8,4
48820,-388,-52,64
48822,-160,40,332
48824,260,224,744
48826,512,-96,540
48828,1932,808,1700
48840,412,-256,-1856
48842,-116,-104,220
48844,-548,324,-388
48846,-368,16,348
48848,384,32,-360
48850,304,-24,-140
48862,312,56,-256
48864,40,72,752
48866,-192,60,112
48868,92,148,-432
48872,-52,-148,244
48874,168,128,-324
48876,72,56,-120
48888,12,44,100
48890,-32,108,-152
48892,-8,-116,216
48894,300,56,400
48896,240,24,200
48898,8,-76,-32
48910,80,24,108
48912,84,-16,324
48914,52,36,36
48916,-120,48,-132
48918,-84,16,-264
48920,-20,88,-152
48932,20,20,76
48934,-40,44,-240
48936,4,-12,-152
48938,-112,8,32
48940,60,-32,116
48942,136,-100,-4
48944,-20,-24,88
48956,-8,68,80
48958,0,28,52
48960,24,52,-28
48962,152,40,236
