T,X,Y,Z
19549,4,56,92
19551,12,4,-32
19553,4,52,116
19555,-52,32,4
19567,40,-36,104
19569,32,40,88
19571,32,-24,80
19573,136,-12,40
19575,20,0,92
19577,40,120,-80
19589,532,336,920
19591,472,200,572
19593,-300,96,-1920
19595,-1080,-104,4
19597,-1116,252,2368
19601,2116,-572,340
19603,1072,-108,-756
19615,700,104,-840
19617,-108,248,-516
19619,-656,64,256
19621,-264,-280,560
19623,208,16,248
19625,224,92,-228
19637,172,104,-84
19639,440,152,-540
19641,80,-28,-296
19643,-296,-12,-132
19645,-448,0,52
19647,-32,100,-232
19659,256,200,-480
19661,152,152,-488
19663,-96,104,-72
19665,-216,-204,464
19667,8,-136,504
19669,320,128,276
19681,92,-36,-108
19683,92,-116,8
19685,68,-480,684
19687,396,548,-3560
19689,160,28,-736
19691,124,-312,1192
19703,48,232,92
19707,8,92,-160
19709,-76,124,-144
19711,-204,120,200
19713,136,116,572
19715,212,-28,88
19727,20,16,-480
19729,-184,92,-392
19731,-188,-52,60
19733,116,108,264
19735,220,-108,12
19737,192,-200,60
19749,164,152,240
19751,-84,-72,808
19753,116,-100,-120
19755,248,-4,-104
19757,-88,-40,-176
19759,-72,-52,-432
19771,4,88,-12
