T,X,Y,Z
57265,-16,52,32
57267,-16,88,152
57269,40,44,-60
57281,112,68,48
57283,12,-12,-28
57285,24,116,-12
57287,-28,44,-104
57289,12,-60,-116
57291,-12,40,76
57303,388,268,-804
57305,472,328,972
57307,-1236,-260,-1280
57309,-200,276,940
57311,304,48,1276
57313,164,-336,-500
57325,208,124,700
57327,1056,-188,1036
57329,1704,-4,-64
57331,-156,-40,-492
57333,-1116,60,276
57345,-436,56,88
57347,-360,-256,-8
57349,236,-136,308
57351,484,84,-588
57376,96,148,256
57378,256,-8,200
57380,140,12,276
57382,-120,-148,316
57384,-56,32,-204
57396,176,-8,24
57398,108,-24,188
57400,-64,-12,-132
57402,-124,84,-144
57404,-276,104,-196
57406,-240,-16,-356
57418,700,964,-64
57420,-416,336,1448
57422,-412,-96,28
57424,264,48,352
57426,140,324,300
57428,356,100,964
57440,-16,-96,-772
57442,-40,188,-356
57444,8,-32,-280
57446,-160,-120,-96
57448,56,-108,516
57450,308,108,-292
57462,120,16,44
57464,296,112,24
57466,52,44,152
57468,-64,72,-52
57493,0,24,240
57495,156,140,220
57497,160,40,132
57499,64,-44,-64
57501,-16,-8,-128
57513,84,44,184
57515,-24,-4,212
57517,56,36,-20
57519,52,176,32
