T,X,Y,Z
8873,72,24,-16
8875,36,8,-24
8877,68,100,148
8889,80,-4,20
8891,32,-12,12
8893,116,-56,-20
8895,28,12,44
8897,140,0,4
8899,112,-12,40
8901,60,44,-72
8913,2160,596,-3196
8915,-1512,388,2204
8917,-3528,112,3660
8919,-44,4,2460
8921,4064,96,-508
8923,2572,-764,1388
8935,1172,-404,324
8937,-8,504,-348
8939,-984,568,-396
8941,-596,-192,476
8943,412,-580,748
8945,700,-64,316
8957,148,204,728
8961,160,108,-1004
8963,8,-80,124
8965,-100,20,676
8967,-496,24,-272
8969,-236,188,-32
8981,8,240,-728
8983,364,172,-664
8985,-48,-240,224
8987,-44,-220,396
8989,-216,-124,656
8991,-188,-44,652
9003,808,372,1404
9005,652,4,1188
9007,480,296,1392
9009,168,-132,2380
9011,-376,-200,-332
9013,-440,-24,-2724
9025,148,-48,-716
9027,292,-52,444
9029,-40,-16,-240
9031,-212,-4,-580
9033,-88,44,320
9035,-4,60,-416
9047,-36,112,-312
9049,76,132,-268
9051,56,-104,312
9053,-116,-64,-268
9057,228,-72,268
9059,188,20,-216
9061,-8,-36,120
9063,-28,28,24
9075,56,-28,548
9077,-100,16,-48
9079,56,52,-184
9081,152,44,320
9083,160,88,-172
9085,-72,-32,-180
