T,X,Y,Z
18185,-20,48,64
18187,104,36,20
18189,-60,48,-20
18191,-40,20,-12
18193,-36,84,-88
18195,40,32,4
18207,48,20,-72
18209,32,100,-76
18211,40,36,-8
18213,576,148,44
18215,316,-24,-1440
18217,-1824,-72,-60
18229,2644,116,2044
18231,3568,-96,588
18233,444,-240,776
18235,-1796,388,-296
18237,-2380,808,-1976
18239,-832,376,48
18243,1616,-844,220
18255,512,424,168
18257,-368,532,-1152
18259,-580,196,-1148
18261,-312,-188,480
18263,340,-76,1096
18275,-356,40,220
18277,-512,16,-96
18279,172,12,-192
18281,740,28,336
18283,464,76,680
18285,-456,-320,528
18297,-104,-164,544
18299,-16,28,240
18301,264,144,-28
18303,348,8,-428
18305,-88,-112,-88
18307,-248,-52,180
18319,-156,-128,840
18321,80,64,372
18323,348,-564,-3768
18325,-324,-332,-1620
18327,-804,100,-2792
18329,44,112,1352
18341,-664,-256,-456
18343,320,144,556
18347,148,128,-384
18349,-20,-8,368
18351,-448,-160,92
18353,-260,52,1124
18355,248,232,340
18367,188,-144,-428
18369,416,24,-472
18371,32,-88,32
18373,-264,-88,232
18375,-400,156,-264
18377,-68,8,-332
18389,192,-4,-212
18391,292,80,-276
18393,36,16,-292
18395,-208,-40,-160
18397,-188,-96,376
