T,X,Y,Z
51403,36,104,96
51405,-24,60,-48
51407,68,16,0
51419,36,-64,0
51421,76,16,44
51423,52,20,-48
51425,-24,128,-88
51427,-52,92,-68
51429,20,24,-88
51431,-28,-32,20
51443,-1180,-72,2776
51445,412,184,-4
51447,888,416,-1160
51449,-808,-68,1688
51451,-820,388,-1080
51463,-1300,512,-1688
51465,-524,44,-1056
51467,620,-396,2224
51469,824,-344,48
51471,788,500,-1356
51475,-720,-200,1620
51477,1036,-240,-64
51489,136,-308,1188
51491,68,100,320
51493,-176,288,-1024
51495,-16,-80,256
51497,864,152,-160
51509,384,-76,552
51511,-364,-108,368
51513,-484,60,56
51515,-24,-16,-584
51517,548,264,-744
51519,248,-132,-192
51531,-196,-92,-76
51533,-512,80,84
51535,-380,200,-28
51537,124,164,-428
51539,100,-84,68
51541,-24,-316,872
51553,-268,-192,-100
51555,172,-304,-2304
51557,364,-124,1520
51559,304,244,640
51561,-88,-24,-2656
51573,36,-76,-416
51575,12,-68,516
51579,-96,76,-920
51581,172,20,-324
51583,140,8,-536
51585,-20,96,-124
51587,-172,-88,424
51599,-252,-108,204
51601,-244,-52,-640
51603,92,8,-156
51605,388,24,224
51607,60,-52,-128
51609,-212,-144,196
51621,-276,52,-16
51623,104,-40,500
51625,264,84,92
