T,X,Y,Z
44266,160,-16,132
44270,52,24,-52
44272,16,4,-24
44274,-56,32,-72
44276,-52,-40,72
44288,-52,24,44
44290,4,4,-100
44292,0,20,-56
44294,20,60,96
44296,248,80,-4
44298,624,220,-1236
44310,-1368,8,236
44312,-1072,-284,600
44314,764,-88,1648
44316,1880,-116,968
44318,692,-16,-864
44320,-1168,-76,-244
44332,-220,384,-308
44334,-244,-52,336
44336,116,-404,288
44338,320,-92,652
44340,120,136,-156
44342,-120,256,-912
44354,272,92,-316
44356,360,4,40
44358,-72,-124,88
44360,-220,-80,368
44362,-12,28,-256
44366,232,-12,144
44368,96,-52,104
44380,-228,-152,236
44382,-64,36,284
44384,44,56,0
44386,236,40,-200
44388,280,84,-96
44390,-140,-12,-160
44402,-20,-132,304
44404,-220,-12,216
44406,-68,4,-76
44408,176,84,-388
44410,-68,160,-220
44412,96,-204,280
44424,512,428,-724
44426,528,388,3164
44428,-8,-136,2936
44430,228,48,-492
44432,-124,-164,-388
44434,156,68,-284
44446,-28,-260,-364
44448,40,-236,100
44450,200,8,1268
44452,248,12,-168
44454,-16,36,-292
44456,-28,152,-44
44468,-56,36,744
44472,-124,88,72
44474,-36,-52,-240
44476,108,60,-500
44478,40,-76,-64
44480,56,32,144
