T,X,Y,Z
57656,40,-36,40
57658,-32,-28,80
57670,20,28,-60
57672,64,12,48
57674,84,-40,60
57676,120,52,248
57678,-36,-32,-48
57680,104,4,-72
57692,-2444,-476,200
57694,-88,-124,-188
57696,2164,460,-536
57698,-36,248,1092
57700,-2776,-492,-2316
57702,-1180,-452,2616
57714,-192,136,376
57716,1492,-568,616
57718,580,-872,0
57720,220,332,52
57722,-12,672,-548
57734,-292,-180,-220
57736,240,-232,200
57738,304,-80,660
57740,-176,60,788
57742,-172,96,-88
57744,500,-4,-908
57756,816,76,-188
57760,-664,-196,464
57762,-348,60,-344
57764,140,156,-324
57766,412,196,-680
57768,100,16,48
57780,-364,-96,12
57782,-448,-4,156
57784,-148,212,-4
57786,72,92,-220
57788,300,-72,284
57790,220,-76,408
57802,340,476,1048
57804,188,60,4576
57806,424,-344,1692
57808,572,4,88
57810,252,332,24
57812,-220,116,1528
57824,-120,-276,328
57826,-232,-8,1168
57828,216,208,-68
57830,40,252,-296
57832,-44,0,-484
57834,-52,-124,-380
57846,28,20,320
57848,-400,40,284
57850,-328,-12,-508
57852,340,8,120
57856,148,88,-192
57858,-144,-52,464
57860,-180,-128,-88
57872,36,-136,260
57874,192,8,36
57876,96,28,232
57878,-8,8,-100
