T,X,Y,Z
14705,12,24,0
14707,44,16,-20
14709,76,20,8
14721,-80,32,52
14723,40,0,60
14725,40,-20,152
14727,-12,-72,-76
14729,76,-48,92
14731,12,64,-36
14733,100,76,100
14745,-928,-88,2380
14747,-968,60,1456
14749,840,144,-1276
14751,1456,224,-2388
14753,-1396,-12,356
14765,-2408,276,-704
14767,-1492,664,-864
14769,224,-100,596
14771,1728,-656,640
14773,764,-488,304
14775,60,392,-248
14787,-356,428,-1044
14791,-180,-228,392
14793,232,-36,808
14795,48,84,360
14797,48,172,-88
14799,304,88,-956
14811,484,8,48
14813,32,-188,656
14815,-348,-128,556
14817,-296,-68,-268
14819,128,252,-432
14821,324,260,-480
14833,24,124,-580
14835,-588,-136,-244
14837,-432,8,164
14839,76,152,-20
14841,348,-124,172
14843,1344,-160,2332
14855,720,-8,28
14857,92,72,-2192
14859,-508,-16,252
14861,-376,304,1156
14863,56,-48,-824
14865,992,72,272
14877,736,84,68
14879,208,0,128
14881,-248,24,372
14885,152,284,-92
14887,-24,216,704
14889,192,72,272
14891,100,124,-172
14903,-144,64,-104
14905,-136,-20,-140
14907,200,-56,256
14909,144,-80,116
14911,236,44,-8
14913,68,48,432
14925,-104,-36,232
14927,40,-60,16
