T,X,Y,Z
35340,40,-20,16
35342,68,-16,12
35344,52,-212,-76
35356,24,-60,-28
35358,64,-16,140
35360,48,-84,-132
35362,84,-32,40
35364,-60,8,28
35366,108,72,-80
35368,-40,-8,4
35380,-572,-88,-956
35382,52,-324,-136
35384,-580,-316,-1224
35388,-244,44,444
35390,868,252,-664
35392,1504,164,576
35394,692,-208,864
35406,1440,-112,-568
35408,636,160,-404
35410,-856,56,640
35412,-140,272,284
35414,392,216,-660
35426,-168,-76,-760
35428,228,156,60
35430,-16,12,0
35432,68,-52,-40
35434,20,-64,-328
35436,8,-8,440
35438,372,264,-496
35450,128,-76,-248
35452,-24,-60,-88
35454,-292,112,332
35456,-512,-104,260
35458,-248,-92,52
35470,144,-80,148
35472,36,244,-244
35474,-280,152,-192
35476,-756,108,-780
35478,-56,-136,1400
35482,280,-272,-112
35484,296,-88,-1064
35496,208,212,-40
35498,-172,116,-312
35500,-148,-8,364
35502,160,68,288
35504,216,20,288
35506,196,12,20
35518,36,76,20
35520,-88,88,-32
35522,-224,-8,-20
35524,-212,-124,60
35526,4,-32,244
35528,80,-24,104
35530,108,-36,-16
35542,276,60,208
35544,40,64,60
35546,-192,16,0
35548,-120,60,-96
35550,-20,36,0
35552,184,132,32
