T,X,Y,Z
16791,-28,4,40
16803,-40,-48,104
16805,-28,96,36
16807,56,-56,-64
16809,16,-48,-44
16811,52,24,-16
16813,80,-24,-104
16815,-24,0,48
16827,-436,-268,-264
16829,-152,116,-28
16831,148,-24,-800
16833,1188,140,344
16835,772,-176,1056
16847,2156,-264,272
16849,668,172,-228
16851,-1536,56,-320
16853,-1392,108,740
16855,180,152,-1200
16857,1036,-124,-80
16869,176,-40,-188
16871,304,184,72
16873,92,0,136
16875,-256,-40,-8
16877,-360,-172,240
16879,12,28,-324
16891,172,104,-332
16893,-8,120,-220
16897,-176,-80,372
16899,252,-20,484
16901,264,8,8
16903,16,92,-76
16905,-236,-4,-52
16917,-372,-160,-256
16919,-512,-112,0
16921,-268,-80,-24
16923,452,48,260
16925,668,28,-120
16927,380,48,-48
16939,376,-12,-528
16941,284,-180,-56
16943,0,-156,640
16945,-328,104,-352
16947,-60,264,244
16949,84,132,-164
16961,196,-4,12
16963,344,-260,-36
16965,184,-80,76
16967,16,-92,96
16969,-128,-128,-116
16971,-36,48,-196
16983,-108,-44,132
16985,-20,4,212
16987,160,60,136
16989,196,-128,-104
16993,-52,-8,-172
16995,-152,-40,-120
16997,124,-36,152
17009,56,8,-52
17011,188,-16,104
17013,160,48,-92
