T,X,Y,Z
5295,84,-44,-40
5297,52,-20,-60
5299,160,-32,124
5301,8,28,52
5303,4,28,-16
5305,-20,64,-12
5307,172,0,36
5319,-52,52,-84
5321,-36,8,-36
5323,-84,56,244
5325,-320,160,-828
5327,-656,-244,-1996
5329,-220,-80,1320
5341,4192,752,3032
5343,5844,468,5560
5345,1328,-572,-3028
5347,-2008,-20,-812
5349,-3372,380,-456
5351,-1328,452,-504
5363,-168,-64,-328
5365,280,-164,124
5367,412,-204,164
5369,320,312,-1196
5371,-192,316,-820
5375,-532,-316,376
5377,-144,-324,92
5389,140,48,-32
5391,224,108,-564
5393,0,128,-228
5395,-320,52,88
5397,-504,-88,516
5399,-484,-216,104
5411,808,-288,1424
5413,-112,-688,-1780
5415,-908,448,-9064
5417,-208,408,4380
5419,-452,-404,1948
5421,308,96,-2912
5433,184,-36,-1456
5435,444,60,-16
5437,248,284,688
5439,-164,316,-968
5441,-172,76,-168
5443,-36,-268,1052
5455,-128,-220,360
5457,-240,-124,-104
5459,140,148,-152
5461,272,256,152
5463,0,104,88
5465,-200,-164,660
5469,44,-48,-284
5481,140,-12,192
5483,60,48,-240
5485,52,128,-136
5487,-8,-120,116
5489,-148,-136,152
5491,0,56,-168
5493,248,80,-344
5505,188,220,-404
5507,68,88,-76
