T,X,Y,Z
46195,88,28,-160
46197,-56,72,4
46199,-80,-4,-12
46211,-16,16,8
46213,68,44,-12
46215,80,16,8
46217,92,20,16
46219,48,76,-68
46221,-20,-24,100
46223,-36,-56,-72
46235,-32,-36,-460
46239,-876,-252,1132
46241,-776,-252,-884
46243,1060,272,648
46245,1356,16,56
46247,1144,-52,-624
46259,940,-480,480
46261,-444,-16,-1044
46263,-508,432,-28
46265,-584,44,1044
46267,612,32,376
46279,188,-160,80
46281,812,-32,-344
46283,600,44,96
46285,-44,-8,356
46287,-432,-28,-120
46289,-224,-12,-216
46301,196,-28,-152
46303,192,-116,-92
46305,-176,-96,-460
46307,-184,-12,-208
46309,-212,40,156
46311,-480,-64,304
46323,-608,24,204
46325,-456,112,-508
46327,-376,-156,28
46329,-408,-132,-164
46336,308,-80,256
46338,92,160,-344
46340,-484,28,-732
46342,0,16,1252
46344,-224,-208,1428
46356,-140,-64,724
46358,112,16,-144
46360,540,212,-832
46362,356,40,640
46364,-128,144,-272
46376,-88,44,-216
46378,-92,-68,216
46380,-120,-12,-88
46382,60,-32,-68
46384,12,44,20
46386,140,-76,-84
46398,108,24,-164
46400,44,-116,-4
46402,4,-48,24
46404,-12,-52,112
46406,-28,84,108
46408,180,-20,160
46420,152,40,96
