T,X,Y,Z
33933,-96,-12,104
33935,-32,-164,-60
33947,60,24,28
33949,72,48,64
33951,-72,48,-108
33953,56,-36,32
33955,128,-20,-80
33957,80,72,-60
33961,152,0,48
33963,76,4,8
33975,212,60,528
33977,780,96,1176
33979,484,-104,948
33981,-1112,44,-2472
33983,-1352,-80,1920
33985,-920,56,-248
33997,112,52,892
33999,96,100,-1504
34001,0,164,36
34003,184,128,364
34005,336,-28,-600
34007,164,-132,332
34019,784,64,368
34021,-164,-160,320
34023,-512,68,-1220
34025,-412,232,-524
34027,-260,32,0
34029,16,-116,560
34041,-1168,-216,344
34043,248,104,248
34045,1584,364,504
34047,1144,188,232
34049,16,-88,-152
34051,-896,-88,316
34055,-248,-72,420
34067,-104,-80,-556
34069,580,-112,496
34071,552,116,-124
34073,80,124,328
34075,-416,120,-100
34087,-292,144,48
34089,-200,-64,-104
34091,48,156,40
34093,228,36,72
34095,308,112,52
34097,40,-20,256
34109,-16,-12,92
34111,-80,-124,-4
34113,-88,-96,32
34115,48,-68,-144
34117,60,-16,112
34119,200,8,8
34121,84,76,84
34133,32,-48,160
34135,-92,-28,36
34137,0,20,-172
34139,100,44,-68
34141,44,72,-76
34143,140,-20,160
34155,40,-36,24
