T,X,Y,Z
54772,36,8,-84
54774,116,64,104
54776,-20,0,24
54788,-40,36,124
54790,116,12,-108
54792,60,40,-40
54794,68,48,-40
54796,24,12,-100
54798,40,36,80
54810,168,80,-64
54812,660,12,912
54814,928,88,304
54816,0,-204,-320
54818,-932,152,-3112
54820,-2940,-616,2312
54832,-652,20,-112
54834,-80,108,1228
54836,732,36,-1180
54838,880,24,356
54840,504,-24,44
54842,28,32,-84
54854,792,44,556
54856,436,-84,4
54858,-120,-108,24
54860,-300,148,-152
54872,-408,-56,-296
54874,-2072,-416,-532
54876,-928,204,-820
54878,1128,488,1032
54890,-96,-80,136
54892,1376,-36,904
54894,1280,92,472
54896,392,-24,204
54898,-548,-36,-460
54900,-1060,-20,-1420
54912,-572,204,-784
54914,108,48,764
54916,572,-148,732
54918,524,-36,-1408
54920,208,-12,244
54922,-296,200,236
54934,-176,48,240
54936,-152,52,24
54938,80,-12,68
54940,148,-16,32
54942,140,120,-88
54944,-36,-52,108
54956,-120,-68,-92
54958,-208,-72,-152
54960,-88,0,-68
54962,84,-52,244
54966,240,-52,-20
54968,-20,28,-16
54970,-208,60,-228
54982,-252,48,96
54984,0,-4,-20
54986,100,84,184
54988,196,44,-148
54990,140,-72,-88
54992,-136,-36,124
