T,X,Y,Z
25210,12,-32,-68
25212,56,32,-156
25214,-44,-68,44
25221,-76,8,28
25223,-16,32,16
25225,80,160,-80
25227,56,-28,-104
25239,176,144,160
25241,-324,-64,-280
25243,120,-68,-56
25245,180,84,548
25247,-132,124,688
25249,-124,36,-788
25261,388,-8,356
25263,140,148,136
25265,-128,-104,-344
25267,236,-36,-712
25269,-8,-80,492
25271,-108,-108,384
25283,-552,-136,-304
25285,604,100,-160
25287,152,48,516
25289,-464,-176,-44
25291,220,148,-724
25303,116,-44,400
25305,164,32,-196
25307,-12,72,-488
25309,128,140,-336
25311,-212,-200,500
25318,-48,88,152
25320,92,48,364
25322,-8,36,240
25324,-232,-176,68
25336,76,4,780
25338,68,24,-432
25340,120,164,-844
25342,-220,-56,-164
25344,96,-12,180
25346,104,-76,172
25358,-80,56,-1048
25360,-8,84,-852
25362,216,-120,-172
25364,56,72,-204
25366,-64,-52,-160
25368,4,-40,528
25380,192,64,8
25382,56,20,-836
25384,-184,20,-368
25386,32,92,280
25388,-48,-64,360
25390,-88,-36,224
25402,60,92,-100
25404,36,100,-288
25406,0,32,148
25408,-28,-48,364
25410,-88,-120,176
25412,-56,4,48
25419,-60,-12,124
25421,-64,-156,316
25423,116,-16,148
