T,X,Y,Z
9943,12,-88,4
9945,-20,-36,4
9947,56,-52,-32
9949,-84,-40,68
9951,-52,60,-92
9953,4,96,140
9965,-92,-40,0
9967,-12,36,80
9969,-20,76,-24
9971,140,-32,-192
9973,0,8,-568
9977,404,-48,-120
9979,-396,-40,-124
9981,-152,20,252
9993,-60,-172,-152
9995,-164,172,-928
9997,272,-40,2604
9999,-140,-292,1224
10001,-108,172,-840
10003,-152,-120,-1040
10015,-144,-204,1200
10017,316,200,-796
10019,-120,152,-544
10021,-232,-124,836
10023,108,-108,480
10035,56,164,-592
10037,104,-24,-160
10039,-136,16,568
10041,28,0,288
10043,-112,-120,-20
10045,12,-96,-104
10057,124,56,128
10059,96,116,-532
10061,-56,-60,-300
10063,-100,-12,28
10065,-12,36,168
10067,40,24,-76
10074,-196,-108,224
10076,-116,20,-140
10078,152,148,-156
10090,156,284,-780
10092,-252,48,-724
10094,560,-12,412
10096,-320,-60,1496
10098,-80,-152,-372
10100,168,56,-664
10112,216,240,256
10114,140,-24,48
10116,-304,-68,-456
10118,124,20,136
10120,-96,20,432
10122,12,112,-464
10134,20,92,-596
10136,-48,68,-444
10138,-4,-32,244
10140,-64,-104,364
10142,-72,8,292
10144,-116,-24,-116
10156,68,-8,-160
10158,72,-20,-92
