T,X,Y,Z
17843,0,-4,12
17845,60,-48,40
17847,16,44,-48
17849,20,-24,-100
17853,-72,-12,16
17855,4,64,56
17857,-20,-36,16
17869,32,0,88
17871,0,4,40
17873,28,32,36
17875,128,-68,-1468
17877,-300,-32,1876
17879,512,28,-556
17881,-276,-220,600
17893,32,132,184
17895,24,-248,224
17897,4,140,-388
17899,172,156,-64
17901,-156,-48,184
17903,24,-16,-396
17915,156,292,-3628
17917,-432,-100,2492
17919,304,-116,1188
17921,-16,104,-752
17923,-396,-92,-712
17935,-120,-48,1220
17937,304,32,12
17939,60,84,-500
17941,-420,-16,-164
17943,-48,-72,280
17945,116,64,244
17949,180,124,-656
17961,-84,28,292
17963,48,-68,180
17965,-76,-24,-60
17967,128,20,-344
17969,140,44,-140
17971,-72,60,-84
17983,-164,-36,-232
17985,96,-56,380
17987,40,72,-204
17989,-40,48,-288
17991,136,-76,-92
17993,52,88,204
18005,52,-76,-1496
18007,-192,20,-576
18009,-664,24,-1444
18011,708,88,-564
18013,-164,28,32
18015,-200,20,-676
18027,-120,-40,32
18029,20,-40,860
18031,164,-64,76
18033,-136,40,-344
18035,144,-12,-120
18037,-8,-100,172
18049,-188,-48,-124
18051,-92,60,-288
18055,-44,48,16
18057,-76,-92,120
