T,X,Y,Z
16359,-44,-56,-56
16361,44,-48,-40
16363,-32,12,-136
16365,-24,36,108
16367,-12,20,68
16369,84,0,-12
16381,88,8,-52
16383,68,-56,-72
16385,68,-40,-372
16387,-64,60,-172
16389,-180,-232,1168
16391,408,88,120
16403,212,88,-144
16405,-96,-36,144
16407,100,8,308
16409,292,44,92
16411,-196,-48,-824
16413,-12,-76,452
16417,-40,-20,-144
16419,-148,-24,-224
16431,-288,-140,2396
16433,404,-24,32
16435,-284,36,-96
16437,-276,-204,-160
16439,472,100,-292
16451,220,204,-964
16453,12,32,-40
16455,-228,-180,328
16457,116,8,-52
16459,120,84,-140
16461,-148,32,-168
16473,40,132,120
16475,16,40,100
16477,-188,-128,320
16479,4,-68,-124
16481,192,108,384
16483,-4,56,-712
16495,84,28,-188
16497,52,-12,4
16499,-176,-8,184
16501,-36,-36,476
16503,-92,-80,-32
16505,-36,228,-2316
16517,180,-40,-528
16519,-108,-56,340
16523,-40,-4,-44
16525,-240,112,-104
16527,188,76,-112
16529,32,-4,52
16531,-76,-20,168
16543,-16,104,288
16545,-112,-48,408
16547,8,-104,-56
16549,40,112,-328
16551,52,8,-364
16553,36,-60,16
16565,-4,44,-80
16567,-52,-48,28
16569,28,56,-84
16571,92,64,-156
