T,X,Y,Z
43317,-8,28,-32
43319,-76,0,24
43321,-20,0,-20
43323,-12,-52,-40
43335,-48,-36,148
43337,-24,-12,-80
43339,-40,-92,-64
43341,-4,0,12
43343,12,0,-132
43345,-56,56,-52
43357,180,36,-1428
43359,-408,-48,-276
43361,96,-160,584
43363,324,128,-84
43365,-504,24,-472
43367,204,-96,-368
43379,180,-36,20
43381,36,48,-728
43383,-352,-80,-824
43385,124,-68,552
43387,96,112,288
43389,-52,-104,-120
43396,-308,-112,-1016
43398,276,-84,2084
43400,168,16,720
43412,56,136,-708
43414,88,88,272
43416,8,-156,912
43418,232,40,-568
43420,-164,52,-216
43422,40,-136,320
43434,56,-64,84
43436,140,248,-560
43438,-144,-4,-156
43440,12,32,416
43442,40,96,152
43444,-112,0,0
43456,-48,100,180
43458,56,20,76
43460,-88,-12,-248
43462,-76,44,-160
43464,-120,-100,120
43466,16,-88,-20
43478,64,-12,-184
43480,-36,-4,-332
43482,128,4,-216
43484,8,20,104
43486,-8,-4,-36
43488,-44,36,-28
43495,168,84,-732
43497,-56,28,52
43499,224,-36,400
43501,152,92,520
43513,16,12,-340
43515,-220,-88,488
43517,12,124,-488
43519,100,116,-216
43521,-76,-88,292
43523,-88,40,132
43535,-8,76,8
