T,X,Y,Z
25408,128,20,28
25410,20,32,-160
25412,-84,72,36
25414,-12,24,80
25426,20,-72,-200
25428,-40,20,-36
25430,-16,64,56
25432,-84,12,-124
25434,4,56,-4
25436,-156,56,-112
25448,56,120,596
25450,320,-76,48
25454,172,-16,-212
25456,252,168,400
25458,-464,-116,364
25460,-12,-164,-580
25462,120,176,64
25474,84,-72,116
25476,-32,32,-68
25478,140,172,-24
25480,136,-92,68
25482,-292,-164,248
25484,68,36,-160
25496,-128,-160,-360
25498,372,216,-96
25500,-60,88,-284
25502,-264,-68,-60
25504,244,116,-20
25506,-4,4,436
25518,-24,100,-288
25520,80,60,-204
25522,56,36,-204
25524,-320,-156,700
25526,-32,24,-112
25528,48,60,-456
25540,132,60,-128
25542,-4,56,-148
25544,36,84,-96
25546,-80,-20,36
25550,-84,100,8
25552,156,-44,372
25554,-84,24,-668
25556,-128,-12,-208
25568,-260,-176,704
25570,316,-28,-524
25572,-52,36,1400
25574,104,-20,-844
25576,252,24,-364
25588,68,108,-292
25590,-20,-140,412
25592,-180,-20,-120
25594,152,48,236
25596,-68,64,-424
25598,-120,32,-572
25610,128,68,-144
25612,-136,-36,244
25614,32,-76,224
25616,-4,-40,-68
25618,88,36,-280
25620,-96,-80,8
