T,X,Y,Z
31672,-24,44,84
31674,-100,-16,32
31676,20,28,64
31678,-44,36,-52
31680,-64,-24,-16
31692,60,-92,-56
31694,24,-20,-16
31696,-72,-168,60
31698,-16,-28,-60
31700,-64,16,-12
31702,276,196,-1764
31714,-128,28,596
31716,-32,-20,436
31718,-76,40,-688
31720,100,-80,144
31722,-36,-76,560
31724,132,184,-592
31736,156,76,-88
31738,-288,28,-1888
31740,28,-92,1092
31742,20,84,1944
31744,340,40,-1072
31751,152,120,752
31753,-604,-156,-56
31755,308,44,-1068
31757,132,208,276
31769,344,176,-360
31771,-160,44,-160
31773,88,-52,-252
31775,-72,-160,776
31777,-184,-76,152
31779,312,284,-988
31791,152,56,-572
31793,-36,116,-140
31795,-24,44,40
31797,-164,-132,112
31799,28,16,352
31801,-76,92,180
31813,68,24,20
31815,88,44,52
31817,-68,12,312
31819,48,-140,184
31821,28,-8,-108
31823,144,8,-688
31825,-36,52,-300
31837,60,-164,2112
31839,76,100,-532
31841,36,-160,-124
31843,-276,-156,788
31850,-64,-68,240
31852,192,-12,688
31854,-112,88,-108
31856,-16,140,-268
31868,-108,-20,212
31870,48,-12,172
31872,-116,-100,16
31874,-4,28,-108
31876,128,56,28
31878,-80,-20,156
31890,8,48,80
