T,X,Y,Z
12421,-44,-36,-148
12423,52,64,40
12435,12,20,12
12437,-40,-8,-132
12441,-4,-52,60
12443,-36,4,60
12445,-52,-48,96
12447,96,28,-124
12449,-8,-36,-72
12451,48,36,-80
12463,28,188,-408
12465,-272,-168,-32
12467,192,-88,160
12469,256,248,-92
12471,-316,-100,316
12473,-112,-32,-628
12485,-212,100,48
12487,-176,-100,-868
12489,152,-28,-652
12491,120,152,240
12493,-124,-60,692
12505,-284,-140,4
12507,104,-24,368
12509,96,132,196
12511,-52,-52,-288
12513,184,76,-752
12515,-196,-156,452
12527,8,-100,192
12529,-96,-64,-64
12531,72,-88,-272
12533,104,92,-104
12537,-92,-20,64
12539,4,48,276
12541,16,-40,316
12543,144,136,-248
12555,56,24,-4
12557,-48,-60,160
12559,-120,-184,404
12561,44,-48,652
12563,-24,64,-684
12565,112,-64,-284
12577,24,-36,504
12579,236,-156,1916
12581,232,-204,-12
12583,-432,116,-376
12585,432,-164,584
12587,272,68,192
12599,136,116,-392
12601,-164,-156,176
12603,-140,44,-36
12605,184,56,-176
12607,-148,-32,-60
12609,-96,68,8
12621,80,-36,-100
12623,4,-32,-140
12625,4,-76,36
12627,20,-32,-156
12629,4,-12,40
12633,-84,12,228
12635,24,-28,120
