T,X,Y,Z
44339,-88,48,-16
44341,16,4,12
44343,-12,-88,-16
44345,-32,-4,-44
44357,-12,-4,12
44359,-52,-4,-16
44361,-40,-12,64
44363,52,-24,-68
44365,0,-4,-220
44367,-116,0,108
44379,-556,-220,472
44381,112,72,-440
44383,324,148,-160
44385,-468,-160,200
44387,104,-52,-520
44389,128,292,208
44401,196,-20,-56
44403,-60,72,568
44405,96,4,-416
44407,-52,-40,-196
44409,-208,-276,240
44411,52,264,-1616
44423,-4,116,-188
44427,212,48,-208
44429,-20,-128,352
44431,-108,-160,872
44433,328,236,-616
44435,-104,-96,68
44447,-84,-176,588
44449,-68,4,36
44451,16,64,-164
44453,0,44,-40
44455,68,196,200
44457,-8,32,-124
44469,-20,-8,4
44471,-32,20,548
44473,48,44,28
44475,68,12,-352
44477,-8,132,-36
44479,-40,-148,64
44481,16,-44,276
44493,-76,-16,-320
44495,-104,-32,-188
44497,100,44,492
44499,164,76,408
44501,96,-48,1760
44503,-80,-164,-564
44515,80,96,228
44517,-36,-88,-208
44519,16,8,-396
44523,-24,12,604
44525,-12,-84,12
44527,-20,76,-420
44529,12,52,96
44541,88,-48,332
44543,52,28,164
44545,-120,56,-112
44547,-124,-128,4
44549,108,52,-188
44551,68,72,-208
