T,X,Y,Z
52859,72,-36,-80
52861,28,20,184
52863,152,-52,52
52865,-96,48,-92
52867,64,72,-64
52879,-72,68,-12
52881,-40,28,-96
52883,32,-12,-8
52885,12,24,32
52887,400,176,164
52889,160,228,-1444
52901,-2308,-468,1680
52903,-2412,204,-4556
52905,-80,-148,3700
52907,2920,-148,60
52909,2176,-248,272
52921,276,-92,-1208
52923,-332,612,-616
52925,-516,216,380
52927,128,-228,388
52931,280,-32,-176
52933,-208,492,-632
52935,-312,428,-1100
52947,392,0,-536
52949,460,-144,824
52951,212,-172,416
52953,-400,-40,-392
52955,-280,64,-568
52957,68,132,-564
52969,328,232,-488
52971,180,-36,-72
52973,-80,-124,232
52975,-140,-8,484
52977,-104,156,-148
52979,12,128,-520
52991,324,188,-640
52993,60,48,116
52995,40,0,916
52997,-156,-240,388
52999,584,688,112
53001,-40,-40,1972
53013,284,84,968
53015,100,196,-1184
53017,244,-144,1056
53019,-84,-96,-328
53021,-128,44,-116
53025,144,100,-844
53027,116,-132,68
53039,104,24,12
53041,-140,-180,496
53043,-32,56,-88
53045,12,152,88
53047,216,76,-92
53049,252,44,100
53061,200,-116,124
53063,-80,-164,360
53065,76,-80,48
53067,-60,120,-244
53069,36,16,-364
53071,108,48,-40
