T,X,Y,Z
31347,36,-36,8
31349,12,-32,-12
31351,-8,56,76
31353,-52,4,44
31355,100,-92,64
31357,28,-24,-20
31359,-28,-24,12
31371,44,12,84
31373,60,20,8
31375,36,8,48
31377,228,100,-852
31379,-176,-76,456
31381,152,-88,404
31393,184,68,432
31395,-148,-60,244
31397,556,396,-112
31399,-384,-68,-512
31401,-1240,-188,436
31405,652,-64,88
31407,212,-156,556
31419,16,-160,44
31421,-112,176,-280
31423,116,180,184
31425,132,-160,-112
31427,112,-204,504
31429,120,96,148
31441,-144,-8,56
31443,-44,72,-488
31445,-56,-20,48
31447,48,28,112
31449,44,20,-68
31451,-92,-116,160
31463,-52,-32,-284
31465,-212,116,-348
31467,60,44,-348
31469,-16,-124,-248
31471,60,-16,48
31473,52,-164,216
31485,-312,212,-2416
31487,-96,156,1032
31489,212,-48,600
31491,-56,104,-1464
31493,12,-76,-376
31495,412,80,1868
31507,-84,-8,548
31511,132,84,-392
31513,180,-92,420
31515,68,-40,256
31517,-24,104,-164
31519,-28,64,72
31531,168,96,-40
31533,-36,0,-92
31535,32,8,8
31537,-60,32,72
31539,-88,-52,-200
31541,-36,20,-28
31543,96,92,-76
31555,4,92,-148
31557,-4,-44,-84
31559,-80,20,236
