T,X,Y,Z
35615,-28,-8,124
35617,12,28,-32
35619,44,-4,8
35621,0,28,-40
35623,28,-8,-44
35625,20,-76,144
35627,136,80,24
35639,212,-260,-248
35641,404,-160,-92
35643,812,516,-16
35645,-1524,36,-632
35647,-1268,-28,2088
35649,244,316,-600
35661,-308,-44,372
35663,508,-92,-108
35665,636,-60,-228
35667,-136,28,-648
35669,-208,276,-396
35681,-192,168,-940
35683,-248,-36,280
35685,8,-208,684
35687,292,-44,-248
35689,-144,144,92
35691,-100,-8,56
35703,88,16,44
35707,348,-160,812
35709,-8,-48,256
35711,-136,156,-88
35713,-88,216,-144
35715,92,92,-580
35727,320,52,544
35729,-280,-384,380
35731,-36,420,-3996
35733,-592,-32,2856
35735,-308,-96,-2352
35737,484,52,1444
35749,-128,-16,-964
35751,68,-72,844
35753,-200,-184,-1228
35755,92,212,496
35757,-32,-52,-408
35759,48,-188,-368
35771,148,60,-640
35773,4,-20,484
35775,12,-120,48
35777,92,4,-80
35779,76,-32,-24
35781,72,52,132
35793,256,-8,400
35795,-28,-36,-4
35797,40,-28,48
35799,-128,88,-76
35803,4,84,-96
35805,44,-16,32
35807,8,-36,164
35809,40,-12,80
35821,-96,-100,-164
35823,44,116,68
35825,76,12,-120
35827,68,-32,264
