T,X,Y,Z
19341,32,-60,192
19353,32,112,-4
19355,-24,-52,116
19357,92,88,20
19359,-20,-88,-40
19363,48,-12,-72
19365,-8,-16,68
19367,16,48,-20
19369,40,28,8
19381,72,88,32
19383,192,84,-832
19385,-280,-132,212
19387,96,-24,404
19389,8,44,-260
19391,-364,-44,424
19403,-28,56,-408
19405,-80,224,-1224
19407,-680,-272,824
19409,-100,4,216
19411,496,160,252
19413,180,-192,1056
19425,52,28,-144
19427,-76,72,116
19429,132,124,-104
19431,172,-96,-64
19433,-84,-168,316
19435,-60,16,220
19447,16,-84,476
19449,216,52,-360
19451,116,92,-20
19453,4,-24,60
19455,108,-36,-60
19457,-76,60,252
19461,140,156,-144
19463,-72,76,196
19475,-24,0,-24
19477,192,-52,112
19479,124,-16,228
19481,-12,28,28
19483,44,40,152
19485,72,208,-144
19497,532,116,1512
19499,380,148,56
19501,80,44,-80
19503,-104,-112,-160
19505,-12,-48,-568
19507,248,172,1340
19519,144,-4,236
19521,40,80,-508
19523,-80,64,-4
19525,72,72,172
19527,-44,100,-348
19529,-64,56,160
19541,-96,12,-184
19543,-12,52,60
19545,56,-8,24
19547,148,-44,88
19549,92,-132,212
19551,-44,-36,72
19553,80,56,148
