T,X,Y,Z
36043,-40,56,20
36045,16,28,28
36047,8,48,-44
36049,148,84,-64
36061,76,28,-100
36063,76,4,-52
36065,84,-16,40
36067,36,28,-108
36069,0,-72,-84
36071,16,-72,-112
36083,552,-244,-484
36085,652,-132,304
36087,324,152,4
36089,364,636,-100
36091,-1844,-68,-144
36093,-888,-64,980
36105,-472,224,164
36107,-52,16,-196
36109,388,-64,132
36113,-260,-16,-512
36115,-232,268,-52
36117,-24,-168,384
36119,164,-136,484
36131,64,48,692
36133,68,76,60
36135,-44,140,40
36137,-40,-32,520
36139,224,-24,-232
36141,52,32,208
36153,-20,-168,160
36155,44,-20,152
36157,-12,68,-168
36159,-204,80,-304
36161,-36,84,-284
36163,-116,-24,276
36175,-160,-8,412
36177,-228,-84,-512
36179,224,-40,-392
36181,12,44,180
36183,-640,-188,-420
36185,360,208,-104
36197,216,196,-64
36199,-92,92,568
36201,36,-72,-2448
36203,700,-40,2820
36205,224,224,-472
36209,-88,-60,116
36211,-60,-48,-432
36223,28,20,-344
36225,124,20,-124
36227,-16,-68,-240
36229,-12,132,-496
36231,-168,-56,108
36233,-100,128,16
36245,-108,-24,-100
36247,-4,92,-248
36249,20,20,-92
36251,152,-28,144
36253,-20,-12,156
36255,136,4,196
