T,X,Y,Z
20209,116,-60,72
20221,-28,36,-48
20223,16,24,-16
20225,52,-132,-4
20227,8,-40,-140
20229,32,-40,28
20231,-36,-20,-56
20243,8,-92,-28
20245,68,60,-52
20247,-132,-72,-12
20249,148,-64,-1624
20251,-228,-24,1252
20253,208,236,-28
20265,196,256,-256
20267,280,132,488
20269,-36,-160,192
20271,96,-8,-44
20273,256,140,-48
20275,-196,-88,-140
20279,-652,-172,1040
20291,40,36,-1088
20293,-344,0,-988
20295,312,76,872
20297,-44,-244,1400
20299,-200,-228,-28
20301,524,404,-764
20313,-32,-88,224
20315,-100,80,124
20317,-56,44,-160
20319,-68,-200,120
20321,40,24,-120
20323,104,240,-172
20335,-144,-148,12
20337,-52,-8,440
20339,-132,56,320
20341,40,-68,212
20343,8,4,-104
20345,-44,60,-440
20357,-116,0,-16
20359,-100,-24,204
20361,-88,-56,-8
20363,16,68,-272
20365,100,36,92
20367,32,-28,456
20379,120,-88,552
20381,96,-72,832
20385,260,100,-1312
20387,72,404,-1060
20389,-28,-168,-152
20391,124,-80,284
20393,180,132,888
20405,56,68,-528
20407,72,236,-268
20409,140,84,76
20411,-104,-100,116
20413,-16,112,-220
20415,124,196,-244
20427,76,60,-236
20429,52,204,-112
20431,-124,-68,-8
