T,X,Y,Z
35180,-24,12,-84
35192,-16,-76,-44
35194,-24,96,28
35196,-68,-96,-36
35198,-4,-52,-4
35200,36,-12,-28
35202,12,108,72
35204,-16,16,-24
35216,16,16,4
35218,92,8,-64
35220,16,56,612
35222,-200,-160,100
35226,236,56,96
35228,-60,-32,680
35230,136,-68,-348
35242,-312,36,-276
35244,-144,-192,736
35246,196,88,-148
35248,-200,96,-932
35250,8,0,-672
35252,184,208,488
35264,380,240,-256
35266,56,68,372
35268,12,-128,116
35270,216,36,-16
35272,8,144,-20
35274,-40,-96,-172
35286,164,68,-28
35288,12,8,-112
35290,-188,-32,-220
35292,-88,52,-80
35294,0,116,92
35296,-72,8,-232
35298,-12,-4,228
35310,108,8,140
35312,-12,-16,-48
35314,-72,-28,-464
35316,-156,-24,-28
35318,252,-48,916
35320,-8,-220,2928
35324,32,64,1132
35336,-240,-124,104
35338,72,180,-724
35340,152,220,564
35342,-112,-360,700
35344,28,16,-572
35346,240,292,-412
35358,-188,-136,288
35360,-28,88,80
35362,-32,72,40
35364,-172,-220,168
35366,-76,-76,-216
35368,120,72,-344
35380,0,-120,152
35382,40,64,156
35384,-48,48,-228
35386,152,-20,-128
35388,96,-8,40
35390,80,-28,36
35402,128,100,56
