T,X,Y,Z
37195,68,56,-120
37197,-44,12,52
37199,-80,72,-48
37201,32,-24,-120
37213,108,-80,-64
37215,144,12,-24
37217,-80,8,68
37219,-48,80,44
37221,-52,44,-68
37223,24,36,-92
37235,-120,-124,1204
37237,96,-144,-60
37239,8,80,-580
37241,-144,16,180
37243,92,60,-168
37245,12,28,184
37257,0,-176,136
37259,-160,-176,-12
37261,8,44,-184
37263,204,-84,-268
37265,-136,-100,736
37269,-60,-120,-448
37271,-16,172,-640
37283,152,-104,360
37285,-108,-40,-560
37287,152,212,-532
37289,32,-120,208
37291,-104,-164,468
37293,32,136,-184
37305,24,-124,-12
37307,60,-100,-28
37309,-60,44,-120
37311,-60,44,56
37313,52,-48,156
37315,56,-36,-104
37327,-32,-104,-144
37329,-180,20,-24
37331,136,76,132
37333,16,-28,-244
37335,-48,-148,-112
37337,124,-92,-112
37349,80,48,-384
37351,-12,208,-68
37353,112,-196,76
37355,36,-56,412
37357,-132,164,-308
37359,416,-16,128
37371,-24,220,-144
37375,-168,-32,-332
37377,28,172,160
37379,188,168,-24
37381,-124,-60,-128
37383,-12,-136,40
37395,-4,-32,44
37397,-64,-156,16
37399,-24,-48,112
37401,80,-40,76
37403,20,-112,-216
37405,-72,32,-92
37417,4,-28,-196
