T,X,Y,Z
11504,4,36,24
11506,-40,40,-72
11508,-28,44,4
11510,-8,-4,8
11512,-108,4,16
11514,48,36,-72
11526,60,-8,-44
11528,68,20,-20
11530,56,52,16
11532,32,-48,12
11534,36,120,-1408
11536,-204,-60,1356
11548,-348,-60,-120
11550,244,164,-1008
11552,136,144,892
11554,-164,-200,400
11556,56,44,-800
11558,88,140,-180
11562,-668,-96,788
11574,252,56,-432
11576,-216,-76,-980
11578,124,-4,308
11580,-28,-192,808
11582,52,-152,24
11584,292,144,-196
11596,-40,-36,100
11598,-16,-4,-52
11600,-28,-12,-52
11602,-104,-112,-40
11604,-16,-76,-236
11606,36,132,-116
11618,-36,-44,-52
11620,-156,32,300
11622,68,92,316
11624,-20,-56,-284
11626,-68,64,44
11628,44,-36,-108
11640,188,64,356
11642,-32,-160,1220
11644,432,-184,-448
11646,-440,108,-484
11648,376,44,-160
11650,-52,-92,336
11662,316,216,-292
11666,-140,-164,488
11668,164,32,-392
11670,-196,92,-372
11672,48,-40,-180
11674,-16,-144,208
11686,-80,24,-128
11688,-100,-84,212
11690,-4,-24,56
11692,68,8,-84
11694,24,-108,-180
11696,-52,4,-128
11708,56,-12,-184
11710,-20,-60,-160
11712,-36,-40,-8
11714,36,-36,48
11716,64,44,-52
