T,X,Y,Z
21722,0,8,-140
21724,-24,-12,48
21736,0,-16,52
21738,60,-8,-16
21740,-64,-20,-64
21742,-72,40,-112
21744,-52,-20,8
21746,36,64,-44
21758,596,276,212
21760,-220,-64,-208
21762,-60,-140,-728
21764,0,200,-176
21766,268,108,844
21768,0,-244,-72
21780,-172,76,36
21782,192,-156,-220
21784,-192,-152,292
21786,224,160,24
21788,-32,72,-2600
21790,-480,-176,504
21802,28,-192,-376
21804,-312,-44,-772
21806,336,60,476
21810,-20,-24,-596
21812,236,280,-44
21814,-252,-24,340
21816,-40,-272,-204
21828,136,20,40
21830,-64,-212,136
21832,8,16,-128
21834,76,216,-52
21836,-4,-64,292
21838,-72,-168,160
21850,-44,-12,128
21852,36,-116,8
21854,32,-16,-56
21856,72,16,-320
21858,-28,-80,-36
21860,-60,-36,32
21872,-40,60,-664
21874,16,32,-296
21876,172,-120,240
21878,-16,72,104
21880,68,-48,-328
21882,-12,-36,-140
21894,364,180,-372
21896,-308,-200,-104
21898,-60,92,-216
21900,320,224,980
21902,-168,-56,-80
21906,252,264,104
21908,-148,44,96
21920,116,44,-204
21922,-20,28,184
21924,116,-64,264
21926,-36,-28,-28
21928,104,132,48
21930,144,-20,148
21942,96,44,72
21944,76,-28,100
