T,X,Y,Z
44724,12,44,-76
44728,-80,36,44
44730,12,0,-48
44732,-56,-76,-20
44744,-84,-48,-132
44746,28,-28,68
44748,88,-48,40
44750,28,76,120
44752,40,-24,20
44754,-4,-44,40
44766,236,44,-488
44768,-128,172,-884
44770,-20,8,384
44772,152,-28,-124
44774,-176,-76,352
44776,-76,-136,-176
44788,-812,-72,-2220
44790,564,-40,2416
44792,-156,-172,1288
44794,-164,-52,-1612
44796,100,120,600
44798,-48,8,708
44810,340,208,-1064
44812,120,80,392
44814,-160,-404,488
44816,80,-28,-708
44818,228,460,-296
44820,20,-96,280
44824,68,48,-24
44836,-108,-120,300
44838,-56,20,404
44840,236,208,-168
44842,76,-4,-264
44844,-160,-92,-448
44846,96,152,276
44858,-192,-112,-320
44860,-84,-44,720
44862,-52,36,972
44864,-96,-8,-2324
44866,-312,-192,92
44868,540,124,1288
44880,-184,60,-688
44882,304,228,136
44884,-192,-44,424
44886,-56,-108,-388
44888,212,172,168
44890,-48,144,428
44902,164,0,128
44904,36,60,92
44906,-116,-136,112
44908,108,-136,52
44910,-20,104,-20
44912,-96,60,-64
44924,-72,136,-8
44931,8,-8,204
44933,28,40,92
44935,-148,32,-260
44937,4,24,-112
44939,64,20,-12
44941,4,44,-132
